nan	0.000000000000000000e+00	nan	nan	nan	nan	0.000000000000000000e+00	0.000000000000000000e+00	nan	nan	2.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	nan	nan	nan	nan	-4.651162790697674354e-02	0.000000000000000000e+00	nan	nan	4.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	nan	nan	nan	nan	-3.251280443811775667e-02	0.000000000000000000e+00	nan	nan	3.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	nan	nan	nan	nan	-3.251280443811775667e-02	0.000000000000000000e+00	nan	nan	3.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	nan	nan	nan	nan	-4.651162790697674354e-02	0.000000000000000000e+00	nan	nan	4.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	nan	nan	nan	nan	-3.251280443811775667e-02	0.000000000000000000e+00	nan	nan	3.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	nan	nan	nan	nan	-5.763904177042349086e-02	0.000000000000000000e+00	nan	nan	5.000000000000000000e+00
2.500000000000000000e-01	5.000000000000000000e-01	nan	nan	nan	nan	3.115520221521442812e-01	0.000000000000000000e+00	3.333333333333333148e-01	nan	4.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	nan	nan	nan	nan	-4.651162790697674354e-02	0.000000000000000000e+00	nan	nan	4.000000000000000000e+00
nan	0.000000000000000000e+00	nan	nan	nan	nan	0.000000000000000000e+00	0.000000000000000000e+00	nan	nan	3.000000000000000000e+00
